chapter_id,chapter_sequence_no,book_id,author_id,published_date,tags
2581531,1,786641,69130,2011-09-15,Paranormal
8339707,2,786641,69130,2011-10-08,Humor|Paranormal
4103313,3,786641,69130,2011-11-04,Paranormal
2281583,4,786641,69130,2011-11-08,Fantasy|Dystopian|Paranormal
9589572,1,508783,35415,1990-04-20,Romance|Literary Fiction|Paranormal|Mystery
7118656,2,508783,35415,1990-05-05,Graphic Novel|Romance
3777124,3,508783,35415,1990-05-18,Adventure|Thriller|Romance
1387418,4,508783,35415,1990-05-14,Young Adult|Romance|Science Fiction|Historical Fiction
8180980,5,508783,35415,1990-06-23,Fantasy|Romance
7872985,1,424398,23928,2014-07-02,Paranormal|Romance|Graphic Novel
9683618,2,424398,23928,2014-08-01,Fantasy|Graphic Novel
8510150,3,424398,23928,2014-08-25,Graphic Novel|Crime
5917049,1,340497,75410,2007-07-16,Graphic Novel|Science Fiction|Fantasy|Mystery
3641327,2,340497,75410,2007-08-13,Fantasy
6995774,1,359414,69510,2002-05-24,Romance
8098276,2,359414,69510,2002-06-21,Crime|Humor|Romance
1191639,3,359414,69510,2002-06-19,Science Fiction|Adventure|Humor|Romance
8693809,4,359414,69510,2002-08-07,Adventure|Mystery|Romance|Literary Fiction
5865463,5,359414,69510,2002-07-07,Romance|Literary Fiction
5101812,1,873422,63636,1994-01-16,Young Adult|Graphic Novel|Crime
3266764,2,873422,63636,1994-01-30,Young Adult
7428148,3,873422,63636,1994-03-15,Young Adult|Adventure|Historical Fiction|Literary Fiction
8261091,4,873422,63636,1994-03-29,Adventure|Historical Fiction|Mystery|Young Adult
1550490,5,873422,63636,1994-02-17,Young Adult|Literary Fiction|Thriller
6038705,6,873422,63636,1994-06-10,Crime|Young Adult|Dystopian
7658323,7,873422,63636,1994-05-22,Young Adult
1983283,8,873422,63636,1994-06-12,Young Adult|Paranormal|Romance|Humor
2474246,9,873422,63636,1994-05-08,Young Adult
4561666,10,873422,63636,1994-06-27,Dystopian|Fantasy|Young Adult
9550467,11,873422,63636,1994-09-03,Young Adult
9846556,12,873422,63636,1994-06-19,Crime|Romance|Young Adult|Adventure
6421736,13,873422,63636,1994-06-09,Young Adult|Humor
7273939,1,397979,84498,1997-10-19,Graphic Novel|Young Adult|Fantasy
5171912,1,564687,81364,1998-06-21,Adventure|Horror
3293199,2,564687,81364,1998-07-05,Horror
1143275,1,756912,41439,1993-04-28,Young Adult
9477968,2,756912,41439,1993-05-06,Horror|Young Adult
6853003,3,756912,41439,1993-06-07,Young Adult
7435886,4,756912,41439,1993-06-18,Young Adult|Science Fiction
7427036,5,756912,41439,1993-08-14,Young Adult|Historical Fiction|Literary Fiction|Graphic Novel
7744252,1,232552,10960,2013-07-04,Adventure|Young Adult
4001214,2,232552,10960,2013-07-19,Young Adult|Fantasy
3383938,3,232552,10960,2013-07-26,Young Adult
3293057,1,237654,29424,2008-12-05,Literary Fiction|Young Adult|Mystery
8001797,2,237654,29424,2009-01-01,Humor|Romance|Young Adult|Fantasy
3351502,1,652329,40149,2005-01-27,Romance|Graphic Novel|Adventure
5050850,2,652329,40149,2005-02-03,Adventure|Science Fiction|Thriller|Historical Fiction
8997198,3,652329,40149,2005-03-28,Historical Fiction|Fantasy|Young Adult|Adventure
7801527,4,652329,40149,2005-04-12,Adventure
5528190,5,652329,40149,2005-05-07,Science Fiction|Adventure|Dystopian
6825412,1,979249,20543,1996-07-08,Mystery|Literary Fiction|Crime
7834182,2,979249,20543,1996-08-02,Mystery
6397744,3,979249,20543,1996-08-29,Graphic Novel|Mystery
5551369,4,979249,20543,1996-08-31,Mystery
3303318,5,979249,20543,1996-10-16,Romance|Graphic Novel|Adventure|Mystery
2652427,6,979249,20543,1996-10-21,Horror|Crime|Dystopian|Mystery
7698856,7,979249,20543,1996-11-29,Mystery|Humor|Historical Fiction
3103071,8,979249,20543,1996-11-11,Mystery|Dystopian|Young Adult
1831725,1,278895,98008,2002-01-30,Fantasy|Crime|Humor
9235020,2,278895,98008,2002-02-19,Adventure|Fantasy
6090245,1,129959,29127,2000-03-29,Science Fiction|Humor|Graphic Novel
9273630,2,129959,29127,2000-04-16,Crime|Science Fiction
1172712,3,129959,29127,2000-04-26,Young Adult|Crime|Science Fiction|Adventure
2589319,4,129959,29127,2000-05-04,Young Adult|Horror|Historical Fiction|Science Fiction
6712942,5,129959,29127,2000-07-27,Crime|Science Fiction
2593934,6,129959,29127,2000-05-08,Science Fiction|Thriller|Paranormal|Horror
6581321,7,129959,29127,2000-09-07,Science Fiction|Dystopian|Horror
2751725,1,136862,22026,2019-04-25,Dystopian|Graphic Novel|Young Adult
6770976,2,136862,22026,2019-05-03,Fantasy|Young Adult
9397667,3,136862,22026,2019-06-04,Young Adult|Humor
5582777,4,136862,22026,2019-07-15,Young Adult|Romance|Fantasy|Mystery
8040043,5,136862,22026,2019-05-23,Young Adult|Fantasy|Paranormal
1064346,6,136862,22026,2019-05-30,Romance|Young Adult
4404489,7,136862,22026,2019-06-12,Fantasy|Adventure|Young Adult|Graphic Novel
4161137,1,795781,89823,2010-07-24,Historical Fiction
8897577,2,795781,89823,2010-08-22,Historical Fiction
2285397,3,795781,89823,2010-09-02,Literary Fiction|Historical Fiction
6314042,4,795781,89823,2010-08-26,Historical Fiction
6760660,5,795781,89823,2010-08-29,Dystopian|Thriller|Horror|Historical Fiction
5153498,6,795781,89823,2010-12-06,Historical Fiction|Young Adult|Literary Fiction|Adventure
9273696,1,474175,89777,2020-07-27,Fantasy|Historical Fiction|Adventure
7961158,2,474175,89777,2020-08-15,Fantasy
2401554,3,474175,89777,2020-09-03,Science Fiction|Adventure|Crime|Fantasy
4443673,4,474175,89777,2020-10-22,Literary Fiction|Mystery|Horror|Fantasy
1087274,1,440998,72205,2003-10-12,Crime|Romance
1833914,2,440998,72205,2003-10-19,Crime|Young Adult|Literary Fiction
9005123,1,599284,88774,2020-05-06,Paranormal|Romance
1919101,1,589887,21536,2009-01-15,Adventure|Fantasy|Literary Fiction
4485092,2,589887,21536,2009-01-29,Young Adult|Literary Fiction
6756194,1,666843,50723,1992-12-17,Paranormal|Dystopian|Historical Fiction
4317733,2,666843,50723,1993-01-07,Historical Fiction|Fantasy
7917260,3,666843,50723,1993-01-16,Historical Fiction|Young Adult|Science Fiction
2638832,4,666843,50723,1993-01-31,Fantasy|Horror|Crime|Historical Fiction
9968384,1,385647,19742,1991-04-15,Horror|Mystery|Literary Fiction|Historical Fiction
7122117,2,385647,19742,1991-05-05,Mystery|Crime|Young Adult|Literary Fiction
7862206,3,385647,19742,1991-05-11,Mystery|Paranormal
5700892,1,675191,12128,1990-03-04,Literary Fiction
8812019,2,675191,12128,1990-03-21,Science Fiction|Literary Fiction|Humor
4502979,3,675191,12128,1990-04-19,Science Fiction|Literary Fiction|Humor|Crime
4808518,4,675191,12128,1990-03-28,Thriller|Horror|Literary Fiction
1470174,5,675191,12128,1990-04-17,Literary Fiction
4752301,6,675191,12128,1990-04-23,Graphic Novel|Literary Fiction
3367329,7,675191,12128,1990-06-26,Literary Fiction|Young Adult
5922005,8,675191,12128,1990-07-29,Literary Fiction|Crime
7843302,9,675191,12128,1990-08-11,Literary Fiction
1009557,10,675191,12128,1990-11-11,Literary Fiction|Young Adult|Thriller|Humor
6044588,11,675191,12128,1990-08-31,Literary Fiction|Graphic Novel
5790796,12,675191,12128,1990-05-31,Literary Fiction|Thriller|Crime
4035322,1,566453,43903,2020-10-22,Graphic Novel
3908972,2,566453,43903,2020-11-10,Crime|Graphic Novel|Literary Fiction
3650067,3,566453,43903,2020-12-03,Graphic Novel
1117864,4,566453,43903,2020-11-30,Fantasy|Literary Fiction|Graphic Novel|Historical Fiction
2566030,5,566453,43903,2020-12-05,Science Fiction|Graphic Novel
7064628,6,566453,43903,2020-12-31,Adventure|Graphic Novel|Romance
1770588,7,566453,43903,2021-02-13,Graphic Novel
1760493,1,241678,51124,2017-06-05,Adventure|Dystopian
6537462,2,241678,51124,2017-07-01,Adventure
8806426,1,831510,32789,2001-10-02,Romance
1049083,2,831510,32789,2001-10-20,Adventure|Romance
1693906,3,831510,32789,2001-11-13,Crime|Romance
8955386,1,665484,65496,2001-10-10,Science Fiction
4388478,2,665484,65496,2001-10-19,Literary Fiction|Graphic Novel|Science Fiction|Mystery
4423140,3,665484,65496,2001-11-09,Literary Fiction|Science Fiction
4288827,4,665484,65496,2001-11-27,Science Fiction|Mystery|Literary Fiction|Young Adult
5967378,5,665484,65496,2002-02-07,Science Fiction
9446595,6,665484,65496,2002-01-28,Adventure|Science Fiction|Historical Fiction|Literary Fiction
4857543,7,665484,65496,2001-12-03,Literary Fiction|Science Fiction|Historical Fiction
9940501,8,665484,65496,2001-11-28,Science Fiction
7021197,9,665484,65496,2001-12-29,Crime|Science Fiction
1323205,10,665484,65496,2002-02-22,Science Fiction
7710569,11,665484,65496,2002-05-18,Paranormal|Romance|Science Fiction|Adventure
5084521,12,665484,65496,2002-06-20,Science Fiction
5179905,13,665484,65496,2002-05-26,Science Fiction
2455550,14,665484,65496,2002-08-18,Literary Fiction|Science Fiction|Historical Fiction
1139214,15,665484,65496,2002-07-17,Science Fiction|Thriller
5566715,16,665484,65496,2002-08-06,Science Fiction|Dystopian|Crime
5929313,17,665484,65496,2002-09-27,Science Fiction
6724544,18,665484,65496,2002-08-12,Crime|Young Adult|Science Fiction
8999095,1,285636,53463,1991-11-15,Dystopian|Paranormal
4137330,2,285636,53463,1991-11-25,Paranormal
6364202,3,285636,53463,1991-12-21,Romance|Humor|Paranormal|Literary Fiction
6278211,4,285636,53463,1992-01-20,Paranormal|Humor
7446742,5,285636,53463,1992-01-06,Paranormal
3984996,6,285636,53463,1992-02-08,Mystery|Paranormal|Fantasy|Young Adult
6422734,1,719531,34906,2017-01-29,Literary Fiction|Graphic Novel|Dystopian
3468607,1,726612,29484,1990-02-24,Adventure|Fantasy|Young Adult|Horror
2686141,2,726612,29484,1990-03-08,Paranormal|Horror|Young Adult|Humor
8422174,3,726612,29484,1990-04-13,Horror|Mystery|Science Fiction
7877226,4,726612,29484,1990-05-19,Dystopian|Horror
2257403,5,726612,29484,1990-04-05,Adventure|Historical Fiction|Horror
7420556,6,726612,29484,1990-04-20,Horror|Science Fiction|Young Adult|Historical Fiction
6873731,7,726612,29484,1990-08-05,Horror
5521204,8,726612,29484,1990-06-30,Horror|Thriller|Dystopian|Crime
3386458,1,578720,87182,2019-05-08,Adventure|Historical Fiction
1924232,2,578720,87182,2019-05-28,Historical Fiction
4932855,3,578720,87182,2019-07-01,Crime|Historical Fiction
5626331,4,578720,87182,2019-06-13,Historical Fiction|Paranormal
3965624,5,578720,87182,2019-08-16,Mystery|Historical Fiction
4801128,6,578720,87182,2019-08-26,Adventure|Romance|Historical Fiction
1838139,7,578720,87182,2019-08-24,Graphic Novel|Mystery|Young Adult|Historical Fiction
2817074,8,578720,87182,2019-10-30,Historical Fiction|Mystery|Adventure|Dystopian
4852548,9,578720,87182,2019-09-05,Crime|Romance|Historical Fiction|Thriller
3463000,1,761701,54295,2003-06-28,Mystery|Horror|Humor|Fantasy
4844315,2,761701,54295,2003-07-11,Dystopian|Fantasy|Romance
1695382,3,761701,54295,2003-08-03,Adventure|Fantasy|Horror
3551912,1,885290,87276,2001-09-16,Graphic Novel|Horror
6803677,2,885290,87276,2001-09-26,Horror|Crime|Adventure
1279736,3,885290,87276,2001-11-01,Horror
7943146,4,885290,87276,2001-12-09,Horror|Humor|Literary Fiction
4617067,5,885290,87276,2001-12-21,Historical Fiction|Thriller|Humor|Horror
6964917,6,885290,87276,2001-12-10,Mystery|Horror
6856786,7,885290,87276,2001-12-27,Horror|Graphic Novel|Literary Fiction
2390768,8,885290,87276,2002-03-03,Science Fiction|Paranormal|Thriller|Horror
9492218,9,885290,87276,2002-02-23,Mystery|Dystopian|Horror|Paranormal
6455640,10,885290,87276,2002-01-29,Horror
9553380,11,885290,87276,2002-04-24,Dystopian|Young Adult|Adventure|Horror
6562533,12,885290,87276,2002-08-01,Horror|Paranormal|Young Adult
9126115,13,885290,87276,2002-05-26,Horror|Historical Fiction|Paranormal
6174539,14,885290,87276,2002-03-04,Horror|Crime|Historical Fiction|Fantasy
3664309,15,885290,87276,2002-08-04,Horror
9178227,16,885290,87276,2002-07-28,Horror
2769451,17,885290,87276,2002-10-05,Horror|Young Adult
4545802,18,885290,87276,2002-05-29,Paranormal|Horror|Literary Fiction
5208586,19,885290,87276,2002-03-15,Dystopian|Graphic Novel|Horror|Crime
2015438,20,885290,87276,2002-05-02,Horror|Fantasy|Literary Fiction
5261473,1,766738,28327,1995-01-05,Historical Fiction
4270246,2,766738,28327,1995-01-18,Romance|Historical Fiction|Humor|Horror
4010371,3,766738,28327,1995-02-28,Historical Fiction|Literary Fiction
5066913,4,766738,28327,1995-02-10,Humor|Romance|Historical Fiction|Mystery
6209637,5,766738,28327,1995-02-18,Historical Fiction|Thriller|Mystery
3530510,1,691380,52753,1990-10-04,Romance|Literary Fiction|Graphic Novel
8271425,2,691380,52753,1990-10-24,Historical Fiction|Romance
8874785,3,691380,52753,1990-11-29,Romance|Thriller
9120968,4,691380,52753,1990-11-06,Romance
1217963,5,691380,52753,1990-12-11,Thriller|Horror|Romance
4812626,6,691380,52753,1991-03-03,Humor|Romance|Thriller
9691185,7,691380,52753,1991-03-09,Romance
9774107,8,691380,52753,1991-01-31,Romance|Science Fiction
8336684,1,556106,86720,1994-08-05,Thriller|Dystopian|Adventure|Young Adult
1243988,2,556106,86720,1994-09-01,Thriller|Young Adult|Science Fiction|Adventure
9084947,3,556106,86720,1994-08-19,Adventure|Young Adult|Literary Fiction|Horror
8299945,1,648887,54500,2008-12-16,Humor|Horror|Historical Fiction
1548690,2,648887,54500,2009-01-05,Historical Fiction|Romance
3866700,3,648887,54500,2009-01-13,Dystopian|Graphic Novel|Historical Fiction|Literary Fiction
1653153,1,770864,82544,2013-06-19,Literary Fiction
2700936,2,770864,82544,2013-07-16,Paranormal|Historical Fiction|Literary Fiction|Dystopian
5454138,3,770864,82544,2013-08-18,Paranormal|Literary Fiction|Crime|Mystery
6226133,4,770864,82544,2013-08-03,Dystopian|Romance|Literary Fiction|Adventure
9943029,5,770864,82544,2013-07-25,Literary Fiction|Horror|Romance
2886411,6,770864,82544,2013-07-24,Literary Fiction
5576584,7,770864,82544,2013-10-29,Historical Fiction|Young Adult|Literary Fiction|Romance
9147077,1,770593,56095,2014-05-25,Graphic Novel|Paranormal|Historical Fiction|Thriller
3664077,1,659713,39098,2000-01-15,Mystery|Young Adult|Graphic Novel
3536277,2,659713,39098,2000-02-02,Fantasy|Young Adult|Adventure|Paranormal
8994349,3,659713,39098,2000-03-11,Young Adult
3963184,4,659713,39098,2000-02-14,Young Adult
2518421,5,659713,39098,2000-03-19,Young Adult
6800050,6,659713,39098,2000-04-04,Young Adult|Fantasy
3343128,7,659713,39098,2000-04-14,Dystopian|Young Adult
1306706,1,424703,98117,1992-07-03,Young Adult|Fantasy
6504658,2,424703,98117,1992-07-14,Dystopian|Fantasy|Humor|Mystery
1030845,1,464032,98083,2006-10-22,Adventure|Thriller|Paranormal|Young Adult
1945149,1,605048,81319,2012-10-14,Literary Fiction|Graphic Novel
6124154,2,605048,81319,2012-10-26,Literary Fiction
4373110,1,665883,38551,2005-04-06,Thriller
1008824,2,665883,38551,2005-04-20,Thriller
9091412,3,665883,38551,2005-04-26,Dystopian|Romance|Thriller|Adventure
6215287,1,338161,91083,2014-01-09,Historical Fiction|Horror|Mystery
9877335,2,338161,91083,2014-01-19,Paranormal|Historical Fiction|Crime
5882336,1,943797,88907,2004-06-23,Science Fiction|Literary Fiction
5123116,2,943797,88907,2004-07-02,Fantasy|Horror|Science Fiction|Paranormal
6904557,3,943797,88907,2004-08-04,Adventure|Science Fiction|Horror|Thriller
9886687,4,943797,88907,2004-09-15,Thriller|Science Fiction|Horror
7944434,5,943797,88907,2004-08-30,Historical Fiction|Science Fiction|Humor
3488015,6,943797,88907,2004-10-01,Crime|Fantasy|Science Fiction
4683313,1,193904,51853,2012-08-22,Romance|Graphic Novel
7770812,2,193904,51853,2012-09-16,Crime|Romance|Horror|Graphic Novel
2372886,3,193904,51853,2012-09-17,Graphic Novel|Adventure|Literary Fiction|Humor
9521622,4,193904,51853,2012-10-18,Graphic Novel|Adventure
4776147,1,563324,80190,2015-09-27,Crime
2436694,2,563324,80190,2015-10-08,Crime
9425482,3,563324,80190,2015-11-20,Crime|Science Fiction
6604330,1,422823,99550,2018-01-11,Historical Fiction|Literary Fiction|Fantasy|Crime
9404566,2,422823,99550,2018-02-01,Humor|Historical Fiction|Crime|Graphic Novel
2611178,3,422823,99550,2018-03-10,Crime|Romance
8948304,4,422823,99550,2018-03-18,Romance|Crime|Literary Fiction
9077285,5,422823,99550,2018-02-16,Crime
9486032,1,483551,35313,2003-03-21,Adventure|Crime
1409490,2,483551,35313,2003-04-20,Adventure
3945967,3,483551,35313,2003-04-16,Adventure
9925102,1,532227,37222,1995-02-25,Horror|Thriller|Crime
6834720,2,532227,37222,1995-03-24,Young Adult|Horror|Humor
7755951,3,532227,37222,1995-03-23,Science Fiction|Romance|Adventure|Horror
1119594,4,532227,37222,1995-05-17,Adventure|Horror|Humor
1220971,5,532227,37222,1995-04-10,Horror|Fantasy
6804606,6,532227,37222,1995-07-15,Horror
1530831,7,532227,37222,1995-06-19,Horror|Young Adult|Adventure
8748903,1,372427,25117,2003-06-07,Thriller|Crime|Science Fiction
4081775,2,372427,25117,2003-06-20,Science Fiction
5788193,3,372427,25117,2003-07-07,Science Fiction|Literary Fiction|Fantasy
2157392,4,372427,25117,2003-07-22,Adventure|Paranormal|Literary Fiction|Science Fiction
2352803,1,263281,22739,1993-11-13,Crime|Romance|Horror
5314091,2,263281,22739,1993-12-03,Paranormal|Romance|Historical Fiction|Science Fiction
9050489,3,263281,22739,1993-11-27,Literary Fiction|Fantasy|Mystery|Romance
3894065,4,263281,22739,1993-12-25,Mystery|Romance|Science Fiction
6070528,5,263281,22739,1994-01-08,Literary Fiction|Romance
6112678,6,263281,22739,1994-03-28,Romance|Thriller|Fantasy
4271482,7,263281,22739,1994-05-12,Graphic Novel|Romance|Horror
5545420,1,418319,38091,2019-11-18,Literary Fiction|Science Fiction|Dystopian
7315550,1,111068,61505,2006-04-17,Paranormal|Crime|Humor|Graphic Novel
8924537,2,111068,61505,2006-05-13,Crime
5609522,3,111068,61505,2006-06-04,Thriller|Crime|Young Adult
1727513,1,100096,61876,2015-12-31,Romance
9302887,1,648736,15273,2002-08-10,Humor|Adventure|Young Adult|Romance
2264221,2,648736,15273,2002-08-19,Humor
7695696,3,648736,15273,2002-09-15,Humor
4643104,4,648736,15273,2002-09-09,Historical Fiction|Humor
3410655,5,648736,15273,2002-11-10,Young Adult|Mystery|Humor|Literary Fiction
6341242,6,648736,15273,2002-12-18,Horror|Graphic Novel|Historical Fiction|Humor
8038288,7,648736,15273,2002-11-26,Graphic Novel|Dystopian|Humor
1438802,8,648736,15273,2003-03-08,Humor|Historical Fiction
8175217,9,648736,15273,2003-01-25,Humor|Historical Fiction
4074436,10,648736,15273,2002-11-26,Humor|Thriller
6964396,11,648736,15273,2003-01-27,Humor
2938572,12,648736,15273,2003-02-24,Young Adult|Humor
7637212,13,648736,15273,2003-02-18,Humor
4218133,14,648736,15273,2003-03-06,Humor|Mystery|Crime|Romance
8329608,15,648736,15273,2003-05-03,Science Fiction|Humor|Fantasy|Dystopian
5324776,16,648736,15273,2003-02-21,Crime|Humor|Mystery
4219623,17,648736,15273,2003-01-01,Crime|Humor
9490720,18,648736,15273,2002-12-07,Humor
8852872,1,954987,40021,2008-10-24,Crime
3383005,1,895128,11807,1995-11-19,Paranormal|Humor
1765035,2,895128,11807,1995-12-02,Humor
4697833,3,895128,11807,1995-12-19,Humor|Literary Fiction|Dystopian|Historical Fiction
5316377,4,895128,11807,1996-01-21,Humor
5681855,5,895128,11807,1996-01-30,Young Adult|Graphic Novel|Humor|Adventure
7151083,6,895128,11807,1996-04-17,Young Adult|Humor|Paranormal
1447606,7,895128,11807,1996-02-17,Humor
6543589,8,895128,11807,1996-01-14,Humor|Historical Fiction
4542918,9,895128,11807,1996-03-18,Thriller|Horror|Humor|Fantasy
2293114,1,989136,16637,2014-07-05,Crime|Young Adult|Fantasy|Adventure
3931458,2,989136,16637,2014-07-13,Young Adult|Humor
9935728,1,242921,32865,2001-01-01,Thriller|Mystery|Fantasy
4545215,2,242921,32865,2001-01-12,Graphic Novel|Mystery
5478138,1,460589,71141,2016-06-05,Graphic Novel|Dystopian
3339382,2,460589,71141,2016-06-24,Graphic Novel|Historical Fiction
4813941,1,400692,90980,2017-06-16,Historical Fiction
5505602,2,400692,90980,2017-06-24,Literary Fiction|Historical Fiction|Crime
1724651,1,591989,16632,1991-07-02,Adventure|Science Fiction
1316925,2,591989,16632,1991-07-09,Young Adult|Adventure|Literary Fiction
6984921,3,591989,16632,1991-08-27,Adventure
2832922,4,591989,16632,1991-09-15,Adventure|Fantasy|Humor|Crime
2998729,5,591989,16632,1991-08-15,Adventure|Science Fiction
4837899,6,591989,16632,1991-10-05,Horror|Adventure|Mystery
1516977,7,591989,16632,1991-12-05,Young Adult|Mystery|Literary Fiction|Adventure
9060589,1,661091,46509,2001-04-17,Fantasy|Thriller|Paranormal
4190675,2,661091,46509,2001-04-28,Fantasy|Mystery|Graphic Novel
5768451,1,108721,84167,1998-12-27,Mystery
6095584,2,108721,84167,1999-01-23,Romance|Mystery|Historical Fiction
2791545,3,108721,84167,1999-02-07,Dystopian|Mystery
9762984,4,108721,84167,1999-01-23,Young Adult|Crime|Literary Fiction|Mystery
5929073,1,821179,65353,2010-02-12,Horror|Dystopian
4874406,2,821179,65353,2010-03-03,Literary Fiction|Horror
6151748,3,821179,65353,2010-03-20,Horror|Humor|Young Adult
1119721,4,821179,65353,2010-04-16,Crime|Humor|Horror|Science Fiction
3172120,5,821179,65353,2010-03-24,Humor|Horror
2773391,6,821179,65353,2010-06-02,Horror|Dystopian|Graphic Novel
1991433,7,821179,65353,2010-05-13,Fantasy|Horror|Dystopian
1685353,8,821179,65353,2010-07-09,Horror|Mystery
1244329,9,821179,65353,2010-10-02,Horror|Graphic Novel|Historical Fiction|Thriller
6481085,1,615827,80468,1998-05-08,Historical Fiction|Young Adult|Graphic Novel
1026161,2,615827,80468,1998-06-03,Literary Fiction|Historical Fiction
9203114,3,615827,80468,1998-06-05,Science Fiction|Historical Fiction|Romance|Crime
2674345,4,615827,80468,1998-07-07,Mystery|Humor|Historical Fiction
8212157,5,615827,80468,1998-07-31,Graphic Novel|Young Adult|Historical Fiction
6696801,6,615827,80468,1998-06-27,Historical Fiction
4732669,7,615827,80468,1998-07-19,Humor|Historical Fiction|Dystopian|Crime
3549834,8,615827,80468,1998-12-04,Historical Fiction|Adventure
4966593,9,615827,80468,1998-07-03,Historical Fiction|Graphic Novel
9106668,10,615827,80468,1998-08-06,Historical Fiction|Horror
7339727,11,615827,80468,1998-07-27,Paranormal|Humor|Historical Fiction|Mystery
1083127,12,615827,80468,1998-08-26,Historical Fiction
3916865,13,615827,80468,1998-10-23,Romance|Historical Fiction
1971090,14,615827,80468,1999-01-23,Historical Fiction|Fantasy
2685959,15,615827,80468,1998-09-25,Romance|Young Adult|Historical Fiction|Humor
2951108,16,615827,80468,1999-04-18,Historical Fiction
9762125,17,615827,80468,1998-10-31,Historical Fiction
7202744,18,615827,80468,1998-09-04,Young Adult|Historical Fiction
5564526,19,615827,80468,1999-05-03,Historical Fiction|Dystopian
4146239,1,892170,63492,2009-03-29,Humor|Literary Fiction|Romance
2587795,2,892170,63492,2009-04-14,Romance|Crime
7550416,1,600241,62386,1999-12-31,Young Adult|Historical Fiction|Graphic Novel
9159491,2,600241,62386,2000-01-14,Young Adult|Graphic Novel|Paranormal|Historical Fiction
5248703,3,600241,62386,2000-02-13,Historical Fiction|Humor
3263109,4,600241,62386,2000-02-05,Historical Fiction
9475883,5,600241,62386,2000-02-21,Historical Fiction|Crime|Dystopian|Young Adult
1333123,6,600241,62386,2000-02-29,Humor|Dystopian|Literary Fiction|Historical Fiction
2822468,7,600241,62386,2000-05-11,Romance|Historical Fiction|Thriller|Graphic Novel
4237497,1,414164,76469,1990-10-23,Mystery|Paranormal|Romance
5233692,2,414164,76469,1990-11-18,Paranormal|Historical Fiction|Crime|Mystery
6230923,1,109576,39505,2005-08-26,Literary Fiction
3268169,2,109576,39505,2005-09-11,Literary Fiction|Crime
7523328,3,109576,39505,2005-10-19,Literary Fiction
8050913,4,109576,39505,2005-11-24,Graphic Novel|Literary Fiction|Horror
8278586,5,109576,39505,2005-11-10,Mystery|Literary Fiction|Fantasy
4965584,6,109576,39505,2005-12-14,Literary Fiction|Crime|Fantasy|Mystery
4675288,1,903072,27984,1994-04-20,Paranormal
9935785,2,903072,27984,1994-04-29,Adventure|Humor|Fantasy|Paranormal
5815221,3,903072,27984,1994-05-14,Literary Fiction|Paranormal|Romance|Graphic Novel
9462541,4,903072,27984,1994-06-28,Paranormal
9161655,5,903072,27984,1994-08-02,Paranormal
5324594,6,903072,27984,1994-06-04,Humor|Paranormal
5868279,7,903072,27984,1994-09-17,Paranormal
7574880,1,551344,51436,2004-11-05,Literary Fiction|Horror|Historical Fiction
4119822,2,551344,51436,2004-11-12,Humor|Literary Fiction
1185023,3,551344,51436,2004-12-17,Humor|Paranormal|Literary Fiction
7369594,4,551344,51436,2005-01-22,Literary Fiction|Horror|Paranormal
9971830,5,551344,51436,2005-02-01,Adventure|Graphic Novel|Literary Fiction
4224195,6,551344,51436,2005-03-15,Crime|Literary Fiction
7935124,7,551344,51436,2005-03-17,Literary Fiction
7636820,8,551344,51436,2005-05-06,Literary Fiction|Romance|Mystery|Young Adult
2032286,1,936726,92345,2018-10-24,Science Fiction
3069563,1,407151,99220,1997-03-12,Science Fiction|Paranormal|Adventure
1243836,2,407151,99220,1997-04-04,Paranormal|Adventure|Romance|Humor
2349934,3,407151,99220,1997-03-28,Young Adult|Paranormal
3162582,4,407151,99220,1997-05-17,Paranormal
3923722,1,726003,92050,2003-03-15,Literary Fiction|Thriller|Adventure
8787100,2,726003,92050,2003-04-11,Romance|Literary Fiction|Graphic Novel
5805638,3,726003,92050,2003-04-10,Thriller|Humor|Science Fiction|Literary Fiction
8073533,4,726003,92050,2003-05-26,Humor|Historical Fiction|Literary Fiction|Graphic Novel
6778784,5,726003,92050,2003-05-22,Literary Fiction
1497373,6,726003,92050,2003-07-08,Literary Fiction|Thriller|Crime|Science Fiction
9651709,1,342446,86939,2001-07-07,Historical Fiction
6630022,2,342446,86939,2001-07-25,Historical Fiction|Horror|Paranormal
7469225,1,935471,42441,1995-12-15,Dystopian|Science Fiction|Adventure
5910619,2,935471,42441,1995-12-23,Adventure|Thriller|Graphic Novel|Dystopian
3372344,3,935471,42441,1996-01-18,Dystopian|Science Fiction|Romance
9785014,4,935471,42441,1996-03-14,Crime|Mystery|Dystopian
2772803,5,935471,42441,1996-03-08,Dystopian|Historical Fiction|Horror
2219015,6,935471,42441,1996-02-08,Dystopian
1393557,7,935471,42441,1996-02-19,Dystopian|Young Adult|Paranormal
8711740,8,935471,42441,1996-02-02,Humor|Historical Fiction|Literary Fiction|Dystopian
8109607,9,935471,42441,1996-03-12,Adventure|Historical Fiction|Dystopian
9186478,10,935471,42441,1996-07-09,Mystery|Dystopian|Adventure
3559030,11,935471,42441,1996-06-02,Mystery|Horror|Dystopian|Young Adult
5098548,12,935471,42441,1996-10-29,Mystery|Dystopian
9591601,13,935471,42441,1996-07-06,Dystopian|Paranormal
1798460,14,935471,42441,1996-06-14,Literary Fiction|Dystopian|Crime|Adventure
5448894,15,935471,42441,1996-08-23,Dystopian|Thriller
